Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
South Asia,0.907,0.976,1.282,2.029,2.258,2.580,2.226,1.982,2.094,2.260,2.497,3.033,2.982,3.092,3.617,4.221,4.274,4.567,5.179,5.953,7.068,7.840,8.391,9.124,9.400,10.155,12.275,13.927,14.601,13.711,13.945,12.384,12.264,12.425,13.225,14.844,14.898,16.208,16.617,18.392,18.875,18.888,19.362,21.421,26.012,29.359,30.831,35.995,41.198,47.239,55.775,60.754,58.489,59.206,64.458,66.198,72.166,81.811,83.919,88.432,90.197,95.583,97.989
Saudi Arabia,0.141,0.072,0.084,0.114,0.124,0.178,0.300,0.336,0.339,0.429,0.472,0.587,0.931,1.566,0.000,0.000,0.000,11.585,13.404,17.617,20.724,24.400,27.096,21.873,22.672,17.657,0.000,14.460,13.355,12.750,16.355,16.355,15.360,16.451,14.280,13.200,13.340,18.127,20.862,18.320,19.964,21.027,18.502,18.747,20.910,25.392,29.581,35.470,38.223,41.267,45.245,48.531,56.498,67.020,80.762,87.186,63.673,70.400,74.612,65.363,64.558,63.195,75.013
Sudan,0.019,0.021,0.025,0.028,0.042,0.056,0.050,0.052,0.058,0.087,0.108,0.110,0.108,0.113,0.111,0.119,0.179,0.217,0.176,0.240,0.228,0.204,0.172,0.231,0.355,0.205,0.260,0.310,0.369,0.000,1.178,1.366,0.184,0.258,0.226,0.139,0.106,0.098,0.260,0.430,0.587,0.388,0.485,0.398,1.241,1.165,1.648,2.427,3.228,3.180,0.000,0.000,0.000,0.000,0.000,2.280,2.749,4.383,1.048,0.722,0.934,0.375,0.000
Senegal,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.097,0.087,0.073,0.071,0.065,0.065,0.085,0.100,0.105,0.100,0.118,0.110,0.110,0.120,0.066,0.081,0.080,0.071,0.075,0.078,0.062,0.069,0.074,0.097,0.108,0.124,0.149,0.193,0.217,0.215,0.196,0.230,0.197,0.237,0.240,0.215,0.305,0.305,0.385,0.357,0.346,0.483,0.433
Singapore,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.128,0.150,0.199,0.226,0.269,0.306,0.381,0.419,0.452,0.560,0.681,0.738,0.733,0.919,1.050,1.021,1.052,1.206,1.410,1.802,2.023,2.332,2.481,2.797,3.673,4.100,4.457,4.466,4.493,4.331,4.309,4.528,4.724,5.043,5.464,5.831,6.519,7.454,7.538,8.109,8.922,9.172,9.346,9.597,9.384,9.873,10.179,10.582,10.403,9.802,11.055,11.688
Solomon Islands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Sierra Leone,0.000,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.007,0.007,0.006,0.007,0.008,0.011,0.016,0.016,0.014,0.010,0.010,0.006,0.007,0.005,0.009,0.014,0.012,0.023,0.027,0.023,0.026,0.025,0.019,0.009,0.010,0.017,0.023,0.030,0.027,0.028,0.023,0.024,0.028,0.029,0.024,0.026,0.025,0.025,0.030,0.032,0.049,0.039,0.037,0.040,0.030,0.027,0.022,0.027,0.024
El Salvador,0.004,0.004,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.007,0.009,0.011,0.012,0.013,0.016,0.021,0.029,0.035,0.055,0.062,0.078,0.094,0.125,0.236,0.250,0.163,0.177,0.179,0.213,0.164,0.145,0.134,0.116,0.109,0.112,0.111,0.112,0.111,0.115,0.110,0.151,0.162,0.127,0.128,0.133,0.142,0.166,0.173,0.190,0.201,0.221,0.224,0.238,0.234,0.248,0.248,0.261,0.295,0.317,0.344,0.352,0.422
San Marino,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Somalia,0.000,0.003,0.004,0.004,0.005,0.005,0.007,0.008,0.008,0.009,0.011,0.011,0.013,0.016,0.021,0.023,0.026,0.032,0.081,0.088,0.096,0.134,0.084,0.084,0.089,0.044,0.035,0.029,0.050,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.060,0.047,0.048,0.062,0.077,0.072,0.098,0.111,0.115
Serbia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.229,0.000,0.000,0.000,0.000,0.914,0.642,0.737,0.337,0.494,0.679,0.731,0.739,0.630,0.705,0.972,1.112,0.974,0.872,0.987,0.854,0.920,0.913,0.724,0.710,0.802,0.818,1.144,1.121,1.271,1.426
Sub-Saharan Africa (excluding high income),0.000,0.000,0.000,0.422,0.546,0.669,0.714,0.878,1.120,1.540,1.614,1.729,2.052,2.567,3.482,5.685,5.683,7.054,7.968,8.809,9.508,8.818,7.920,8.226,7.893,7.044,7.132,8.276,9.332,9.254,10.819,9.342,7.412,8.340,6.499,6.188,5.711,6.094,5.757,6.746,6.351,5.747,6.561,7.427,9.306,10.393,12.498,14.166,17.958,17.831,16.591,18.223,18.751,21.739,23.250,20.382,19.213,21.661,18.574,17.835,18.182,20.862,20.048
South Sudan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.551,0.588,0.896,0.610,0.651,1.053,0.988,0.982,1.302,1.152,0.135,0.072,0.149,0.186,0.129,0.213,0.379
Sub-Saharan Africa,0.000,0.000,0.000,0.422,0.546,0.669,0.714,0.878,1.120,1.540,1.614,1.729,2.052,2.567,3.482,5.685,5.683,7.054,7.968,8.809,9.508,8.818,7.920,8.226,7.893,7.051,7.142,8.287,9.345,9.267,10.834,9.359,7.432,8.353,6.511,6.199,5.721,6.105,5.768,6.757,6.361,5.758,6.573,7.440,9.322,10.407,12.513,14.181,17.969,17.839,16.598,18.231,18.761,21.753,23.281,20.400,19.235,21.683,18.596,17.858,18.201,20.902,20.074
Small states,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.678,1.841,2.125,2.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Sao Tome and Principe,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Suriname,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Slovak Republic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.300,0.630,0.642,0.500,0.398,0.327,0.342,0.394,0.440,0.625,0.711,0.823,0.911,1.139,1.412,1.350,1.138,1.065,1.020,0.968,0.998,0.986,1.003,1.049,1.296,1.803,2.047,2.065,1.994
Slovenia,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.281,0.230,0.238,0.335,0.330,0.291,0.301,0.275,0.222,0.271,0.327,0.417,0.493,0.514,0.609,0.693,0.829,0.799,0.772,0.666,0.543,0.507,0.486,0.401,0.449,0.474,0.529,0.573,0.568,0.763,0.735
Sweden,0.527,0.565,0.636,0.698,0.759,0.845,0.907,0.922,0.941,1.017,1.118,1.239,1.458,1.702,1.855,2.232,2.345,2.560,2.873,3.368,3.792,3.490,2.980,2.629,2.669,2.795,3.577,4.470,4.918,5.033,6.170,6.219,6.419,5.011,5.155,5.730,6.203,5.203,5.036,5.149,4.789,4.128,4.355,5.306,5.515,5.518,5.577,6.386,6.025,5.063,5.886,6.325,6.244,6.529,6.556,5.387,5.428,5.527,5.733,5.840,6.271,7.583,7.722
Eswatini,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.008,0.010,0.013,0.012,0.011,0.012,0.009,0.007,0.007,0.008,0.009,0.009,0.014,0.016,0.021,0.024,0.026,0.029,0.026,0.026,0.026,0.026,0.024,0.020,0.018,0.032,0.043,0.059,0.059,0.062,0.067,0.076,0.102,0.107,0.091,0.086,0.081,0.074,0.081,0.088,0.096,0.087,0.077,0.083,0.074
Sint Maarten (Dutch part),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Seychelles,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.010,0.011,0.012,0.013,0.015,0.017,0.020,0.013,0.012,0.012,0.011,0.011,0.011,0.011,0.010,0.011,0.012,0.012,0.016,0.015,0.014,0.015,0.011,0.009,0.007,0.009,0.010,0.014,0.031,0.018,0.022,0.022,0.022,0.023,0.019,0.040,0.026
Syrian Arab Republic,0.090,0.090,0.150,0.000,0.112,0.118,0.102,0.119,0.190,0.195,0.200,0.177,0.260,0.389,0.537,0.888,0.945,0.998,1.214,1.582,2.253,2.438,2.727,2.734,3.395,3.510,3.679,3.650,3.723,1.484,1.642,2.894,2.977,1.426,1.636,0.958,0.995,1.047,1.096,1.128,0.897,1.023,1.103,1.436,1.389,1.450,1.435,1.599,1.732,2.182,2.346,2.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Turks and Caicos Islands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Chad,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.040,0.038,0.049,0.034,0.078,0.056,0.034,0.000,0.035,0.039,0.022,0.020,0.025,0.017,0.016,0.021,0.021,0.026,0.034,0.041,0.051,0.055,0.223,0.389,0.611,0.739,0.616,0.610,0.000,0.726,0.392,0.221,0.310,0.219,0.253,0.235,0.323,0.331,0.357
East Asia & Pacific (IDA & IBRD countries),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.666,17.285,18.192,21.929,23.173,22.821,27.129,30.389,30.942,28.581,33.801,37.299,41.891,48.054,66.544,77.216,85.589,62.898,77.066,95.642,113.516,124.474,147.162,171.441,193.307,210.019,225.448,227.424,240.916,262.303,265.739,286.132,313.616,317.100
Europe & Central Asia (IDA & IBRD countries),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.469,19.413,24.974,27.021,31.529,35.233,25.729,24.394,26.110,26.788,31.766,37.135,43.264,53.686,64.574,81.144,99.473,88.248,97.949,111.785,123.543,132.620,129.512,105.183,108.793,108.983,111.593,118.109,113.108,118.818,174.151
Togo,0.000,0.000,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.007,0.008,0.011,0.014,0.021,0.023,0.022,0.025,0.023,0.019,0.016,0.016,0.019,0.030,0.043,0.043,0.042,0.051,0.046,0.049,0.050,0.025,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.032,0.033,0.000,0.000,0.057,0.055,0.057,0.059,0.063,0.072,0.083,0.070,0.082,0.088,0.104,0.171,0.164,0.199,0.337
Thailand,0.063,0.059,0.080,0.086,0.087,0.094,0.106,0.126,0.155,0.185,0.217,0.263,0.284,0.312,0.364,0.416,0.532,0.689,0.942,1.199,1.373,1.416,1.508,1.583,1.699,1.630,1.636,1.699,1.809,1.940,2.214,2.598,2.962,3.156,3.611,3.849,3.938,3.265,2.110,2.057,1.881,1.725,1.813,1.892,1.867,1.984,2.442,3.523,4.466,4.800,4.962,5.513,5.492,5.901,5.730,5.725,5.876,6.321,6.876,7.286,7.269,6.618,5.724
Tajikistan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.023,0.014,0.006,0.013,0.019,0.023,0.015,0.010,0.012,0.026,0.035,0.045,0.000,0.000,0.000,0.052,0.048,0.054,0.071,0.076,0.000,0.104,0.101,0.085,0.078,0.081,0.084,0.080,0.082,0.103
Turkmenistan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.136,0.049,0.106,0.088,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Latin America & the Caribbean (IDA & IBRD countries),1.041,0.952,1.470,1.558,1.478,1.825,1.977,2.118,2.083,2.294,2.857,3.463,4.050,5.404,6.663,6.151,7.998,8.802,10.053,12.832,15.265,16.538,13.495,12.367,11.486,10.766,10.968,13.005,14.629,16.667,18.390,15.996,15.665,19.232,24.114,28.627,29.578,29.318,30.192,25.433,27.241,27.330,22.857,21.891,25.106,32.630,37.872,46.500,56.310,56.143,68.389,73.726,75.230,78.379,72.652,59.307,56.562,66.506,63.866,60.569,54.538,56.825,57.260
Timor-Leste,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.017,0.024,0.024,0.036,0.026,0.021,0.033,0.032,0.030,0.037,0.026,0.025,0.021,0.034,0.038,0.039,0.044
Middle East & North Africa (IDA & IBRD countries),0.000,0.000,0.830,0.899,1.210,1.377,1.448,1.619,2.064,2.435,2.940,2.926,2.885,3.692,9.018,11.811,14.030,15.568,16.635,13.468,15.664,19.849,18.409,19.260,19.718,21.042,23.015,26.641,29.902,23.795,23.974,25.486,28.848,9.616,11.480,10.305,11.553,14.267,15.714,16.534,17.969,21.007,13.823,14.896,17.799,20.569,23.298,26.980,33.267,35.337,38.062,43.059,46.439,48.118,45.881,44.183,41.655,42.888,39.527,35.520,32.862,35.161,38.535
Tonga,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
South Asia (IDA & IBRD),0.907,0.976,1.282,2.029,2.258,2.580,2.226,1.982,2.094,2.260,2.497,3.033,2.982,3.092,3.617,4.221,4.274,4.567,5.179,5.953,7.068,7.840,8.391,9.124,9.400,10.155,12.275,13.927,14.601,13.711,13.945,12.384,12.264,12.425,13.225,14.844,14.898,16.208,16.617,18.392,18.875,18.888,19.362,21.421,26.012,29.359,30.831,35.995,41.198,47.239,55.775,60.754,58.489,59.206,64.458,66.198,72.166,81.811,83.919,88.432,90.197,95.583,97.989
Sub-Saharan Africa (IDA & IBRD countries),0.000,0.000,0.000,0.422,0.546,0.669,0.714,0.878,1.120,1.540,1.614,1.729,2.052,2.567,3.482,5.685,5.683,7.054,7.968,8.809,9.508,8.818,7.920,8.226,7.893,7.051,7.142,8.287,9.345,9.267,10.834,9.359,7.432,8.353,6.511,6.199,5.721,6.105,5.768,6.757,6.361,5.758,6.573,7.440,9.322,10.407,12.513,14.181,17.969,17.839,16.598,18.231,18.761,21.753,23.281,20.400,19.235,21.683,18.596,17.858,18.201,20.902,20.074
Trinidad and Tobago,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.005,0.006,0.009,0.009,0.009,0.009,0.011,0.013,0.015,0.018,0.027,0.037,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.019,0.034,0.076,0.098,0.116,0.125,0.139,0.139,0.143,0.146,0.169,0.211,0.189,0.202,0.216,0.202,0.166,0.173,0.170,0.209,0.201
Tunisia,0.016,0.019,0.014,0.015,0.017,0.013,0.014,0.015,0.018,0.017,0.022,0.025,0.032,0.038,0.047,0.075,0.084,0.122,0.148,0.161,0.194,0.229,0.329,0.383,0.249,0.216,0.207,0.194,0.233,0.234,0.248,0.260,0.290,0.276,0.297,0.343,0.397,0.358,0.366,0.357,0.332,0.336,0.345,0.407,0.445,0.468,0.497,0.491,0.579,0.565,0.571,0.715,0.681,0.759,0.908,0.979,0.988,0.859,0.844,1.001,1.157,1.250,1.156
Turkiye,0.469,0.301,0.330,0.350,0.381,0.423,0.442,0.508,0.571,0.597,0.565,0.571,0.704,0.862,1.137,2.285,2.535,2.766,2.728,3.001,2.672,2.815,2.755,2.469,2.190,2.366,2.769,2.890,2.664,3.374,5.315,5.671,6.158,7.075,5.293,6.606,7.512,7.792,8.781,9.952,9.994,7.216,9.050,10.278,10.921,12.081,13.037,14.988,16.810,16.048,17.650,17.006,17.694,18.428,17.577,15.669,17.828,17.823,19.649,20.437,17.478,15.567,10.645
Tuvalu,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Tanzania,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.016,0.020,0.030,0.043,0.054,0.078,0.120,0.138,0.137,0.191,0.422,0.375,0.232,0.331,0.367,0.333,0.293,0.346,0.261,0.162,0.125,0.105,0.087,0.108,0.097,0.059,0.058,0.086,0.101,0.119,0.134,0.128,0.135,0.151,0.141,0.125,0.128,0.139,0.147,0.166,0.194,0.219,0.283,0.307,0.360,0.443,0.507,0.517,0.544,0.563,0.600,0.619,0.676,0.759,0.832
Uganda,0.000,0.000,0.001,0.003,0.005,0.011,0.014,0.017,0.020,0.023,0.027,0.053,0.065,0.065,0.080,0.087,0.101,0.132,0.152,0.207,0.399,0.108,0.087,0.094,0.075,0.105,0.131,0.131,0.141,0.140,0.107,0.074,0.052,0.063,0.104,0.127,0.135,0.140,0.155,0.160,0.141,0.136,0.142,0.152,0.196,0.217,0.219,0.252,0.312,0.294,0.609,0.607,0.352,0.300,0.326,0.306,0.319,0.347,0.408,0.648,0.985,1.067,0.923
Ukraine,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.123,0.684,0.779,1.010,1.450,0.912,0.621,0.696,0.742,0.872,1.105,1.322,2.072,2.573,3.529,4.145,2.320,2.587,2.502,2.836,2.895,2.997,2.960,2.944,3.247,4.170,5.419,5.924,5.943,43.998
Upper middle income,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.298,57.155,57.164,63.281,48.909,51.859,61.349,66.837,70.481,69.252,70.177,74.562,78.747,74.812,81.585,93.120,109.007,126.910,154.991,188.960,205.937,231.802,264.958,292.292,317.647,328.909,326.303,324.499,349.009,367.775,372.554,378.728,407.002,447.444
Uruguay,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.112,0.188,0.157,0.133,0.161,0.186,0.279,0.477,0.710,0.599,0.275,0.222,0.204,0.242,0.224,0.260,0.298,0.328,0.269,0.367,0.419,0.450,0.524,0.576,0.575,0.573,0.574,0.556,0.523,0.344,0.270,0.279,0.347,0.393,0.416,0.568,0.577,0.756,0.825,0.925,1.045,1.034,0.970,0.988,1.166,1.271,1.155,1.092,1.258,1.376
United States,47.347,49.880,54.651,54.561,53.432,54.562,66.443,78.398,84.329,84.990,83.408,78.238,80.708,81.470,89.279,92.081,94.715,104.665,113.382,126.880,143.688,176.559,221.674,223.427,245.149,272.163,295.546,304.087,309.661,321.867,325.129,299.373,325.034,316.719,308.084,295.853,287.961,293.168,290.996,298.095,320.086,331.806,378.463,440.532,492.999,533.203,558.335,589.586,656.756,705.917,738.005,752.288,725.205,679.229,647.789,633.830,639.856,646.753,682.491,734.344,778.397,806.230,876.943
Uzbekistan,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.113,0.172,0.218,0.000,0.250,0.115,0.060,0.046,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.440,0.000,0.000,0.000,0.000
St. Vincent and the Grenadines,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Venezuela, RB",0.234,0.115,0.204,0.245,0.200,0.227,0.239,0.270,0.273,0.264,0.273,0.352,0.405,0.421,0.602,0.712,0.593,0.749,0.828,0.926,1.002,1.009,1.523,2.007,1.325,0.820,1.005,0.766,1.097,1.196,0.738,0.984,0.993,1.288,0.940,1.199,0.733,1.541,1.451,1.408,1.788,1.911,1.071,0.988,1.449,2.665,3.630,4.352,5.660,4.055,3.991,3.578,5.115,6.200,1.555,0.321,0.218,2.128,0.764,0.004,0.003,0.002,0.005
British Virgin Islands,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
